,Country,Price
3647,Nabeul,100.0
3648,Sousse,700.0
3649,Tunis,1300.0
3650,Nabeul,50.0
3651,Ariana,1200.0
3652,Ben arous,450.0
3653,Ariana,330.0
3655,Nabeul,70.0
3657,Banlieue Nord,2200.0
3658,Ariana,750.0
3660,Bardo,500.0
3662,Nabeul,1200.0
3663,Sousse,2000.0
3664,Ben arous,650.0
3665,Ariana,70.0
3667,Nabeul,90.0
3668,Nabeul,200.0
3670,Ariana,120.0
3671,Sfax,0.0
3672,Ben arous,800.0
3673,Ariana,600.0
3674,Monastir,250.0
3676,Ariana,430.0
3678,Ariana,900.0
3679,Ben arous,470.0
3680,Monastir,0.0
3681,Ariana,800.0
3683,Bardo,0.0
3684,Sousse,50.0
3685,Tunis,0.0
3686,Mannouba,400.0
3687,Tunis,250.0
3688,Nabeul,0.0
3689,Ben arous,0.0
3690,Mannouba,700.0
3691,Banlieue Nord,900.0
3692,Nabeul,3500.0
3693,Nabeul,120.0
3694,Tunis,500.0
3697,Tunis,600.0
3698,Monastir,250.0
3699,Ben arous,260.0
3700,Tunis,0.0
3702,Tunis,850.0
3704,Tunis,600.0
3705,Tunis,600.0
3706,Ariana,70.0
3708,Ben arous,550.0
3709,Nabeul,1450.0
3710,Ariana,850.0
3714,Mannouba,550.0
3715,Tunis,400.0
3716,Banlieue Nord,2000.0
3718,Sfax,0.0
3719,Bardo,550.0
3720,Monastir,55.0
3725,Tunis,85000.0
3726,Nabeul,530.0
3729,Sousse,100.0
3732,Sousse,350.0
3734,Sousse,0.0
3735,Ben arous,300.0
3736,Sousse,600.0
3738,Ben arous,550.0
3739,Tunis,750.0
3741,Monastir,50.0
3742,Ben arous,420.0
3743,Ariana,1200.0
3747,Tunis,950.0
3749,Ben arous,550.0
3750,Sousse,0.0
3752,Banlieue Nord,720.0
3754,Nabeul,2500.0
3755,Sousse,1200.0
3757,Sousse,500.0
3758,Monastir,450.0
3759,Ariana,750.0
3760,Sousse,800.0
3761,Mannouba,0.0
3762,Sousse,100.0
3765,Banlieue Nord,1400.0
3766,Ben arous,680.0
3770,Mannouba,0.0
3772,Banlieue Nord,1200.0
3773,Nabeul,2400.0
3776,Ariana,70.0
3777,Ben arous,750.0
3780,Ben arous,420.0
3782,Ariana,800.0
3783,Tunis,900.0
3784,Ariana,730.0
3786,Ariana,590.0
3787,Ariana,800.0
3790,Nabeul,1400.0
3791,Banlieue Nord,700.0
3793,Nabeul,40.0
3794, Sidi bouzid,0.0
3795,Tunis,550.0
3797,Ben arous,400.0
3798,Sousse,1800.0
3799,Sfax,470.0
3800,Mannouba,0.0
3804,Ariana,650.0
3805,Nabeul,100.0
3809,Sousse,630.0
3811,Tunis,780.0
3814,Sousse,450.0
3816,Mahdia,560.0
3817,Sousse,850.0
3818,Nabeul,0.0
3819,Sousse,650.0
3820,Ariana,70.0
3821,Sousse,85.0
3823,Nabeul,0.0
3826,Tunis,90.0
3827,Ariana,950.0
3828,Mannouba,500.0
3829,Monastir,0.0
3830,Sousse,0.0
3831,Tunis,2500.0
3832,Sousse,1500.0
3835,Ben arous,340.0
3836,Ben arous,380.0
3838,Mannouba,600.0
3840,Ariana,450.0
3842,Nabeul,130.0
3844,Banlieue Nord,225.0
3845,Banlieue Nord,1600.0
3848,Sfax,530.0
3849,Banlieue Nord,530.0
3850,Ariana,600.0
3851,Ariana,0.0
3853,Banlieue Nord,1900.0
3855,Nabeul,120.0
3857,Tunis,780.0
3858,Ben arous,300.0
3859,Ariana,500.0
3860,Sousse,450.0
3861,Tunis,1500.0
3862,Banlieue Nord,1000.0
3865,Ariana,300.0
3869,Banlieue Nord,1500.0
3870,Nabeul,80.0
3872,Sfax,0.0
3874,Sousse,750.0
3876,Monastir,60.0
3877,Ariana,1200.0
3880,Ariana,580.0
3881,Sousse,220.0
3882,Ariana,0.0
3883,Ariana,800.0
3884,Sousse,520.0
3885,Tunis,330.0
3886,Ariana,680.0
3887,Sousse,60.0
3890,Sousse,0.0
3893,Tunis,0.0
3895,Sousse,520.0
3896,Nabeul,210.0
3898,Ariana,1600.0
3900,Nabeul,120.0
3901,Nabeul,0.0
3905,Ben arous,600.0
3906,Monastir,0.0
3907,Ariana,1000.0
3909,Ariana,420.0
3911,Nabeul,0.0
3912,Nabeul,0.0
3913,Sousse,500.0
3917,Tunis,850.0
3918,Monastir,350.0
3920,Banlieue Nord,2700.0
3921,Monastir,500.0
3922,Monastir,0.0
3926,Ben arous,0.0
3928,Nabeul,60.0
3929,Nabeul,0.0
3930,Gafsa,50.0
3932,Mannouba,150.0
3933,Nabeul,100.0
3935,Nabeul,130.0
3936,Nabeul,1200.0
3938,Nabeul,0.0
3939,Sousse,750.0
3940,Tunis,450.0
3942,Mahdia,657.0
3943,Banlieue Nord,700.0
3945,Sousse,100.0
3946,Ariana,575.0
3947,Ariana,800.0
3950,Banlieue Nord,2300.0
3952,Monastir,60.0
3953,Sousse,350.0
3955,Ariana,850.0
3957,Gafsa,230.0
3958,Sousse,450.0
3959,Banlieue Nord,3500.0
3960,Ben arous,625.0
3961,Tunis,800.0
3962,Monastir,0.0
3963,Kairouan,300.0
3965,Tunis,1000.0
3968,Ariana,1800.0
3969,Tunis,800.0
3971,Ben arous,450.0
3974,Ariana,980.0
3978,Ben arous,100.0
3979,Monastir,400.0
3982,Banlieue Nord,2200.0
3986,Ariana,950.0
3988,Ariana,175.0
3989,Nabeul,9000.0
3990,Ariana,70.0
3991,Sousse,3000.0
3993,Nabeul,150.0
3994,Tunis,430.0
3995,Sousse,500.0
3997,Banlieue Nord,850.0
4000,Nabeul,850.0
4001,Sousse,0.0
4002,Tunis,2500.0
4003,Sfax,400.0
4005,Sfax,0.0
4006,Banlieue Nord,950.0
4007,Ariana,1500.0
4009,Sousse,700.0
4010,Ben arous,480.0
4013,Nabeul,1700.0
4014,Nabeul,650.0
4015,Banlieue Nord,1500.0
4016,Nabeul,0.0
4020,Ben arous,600.0
4021,Ariana,75.0
4023,Sfax,450.0
4024,Tunis,900.0
4025,Ben arous,850.0
4026,Ben arous,680.0
4027,Tunis,750.0
4029,Mahdia,0.0
4032,Sousse,1500.0
4034,Nabeul,300000.0
4036,Ariana,600.0
4040,Ariana,1200.0
4041,Ariana,370.0
4044,Ariana,560.0
4046,Ariana,1600.0
4048,Ariana,500.0
4050,Nabeul,150.0
4051,Mahdia,70.0
4052,Mannouba,500.0
4055,Djerba,400.0
4056,Nabeul,1200.0
4057,Sousse,1050.0
4058,Banlieue Nord,900.0
4059,Sousse,700.0
4063,Nabeul,0.0
4064,Banlieue Nord,1300.0
4065,Sousse,2400.0
4068,Nabeul,500.0
4069,Banlieue Nord,1800.0
4072,Nabeul,80.0
4075,Ariana,900.0
4080,Sousse,450.0
4084,Ariana,0.0
4087,Sousse,750.0
4089,Sousse,0.0
4090,Sousse,300.0
4091,Monastir,500.0
4092,Ariana,250.0
4093,Tunis,1100.0
4094,Nabeul,100.0
4096,Ariana,170.0
4097,Ariana,680.0
4098,Sousse,1.0
4100,Tunis,420.0
4102,Tunis,200.0
4103,Tunis,0.0
4104,Ariana,600.0
4105,Banlieue Nord,800.0
4106,Banlieue Nord,1200.0
4108,Sfax,450.0
4112,Banlieue Nord,1400.0
4113,Ariana,800.0
4114,Ariana,850.0
4115,Ariana,850.0
4118,Tunis,90.0
4124,Nabeul,0.0
4126,Banlieue Nord,3000.0
4128,Sousse,90.0
4129,Sfax,0.0
4131,Ariana,420.0
4133,Ariana,890.0
4135,Sfax,350.0
4136,Ariana,1300.0
4138,Ariana,800.0
4141,Tunis,0.0
4143,Banlieue Nord,600.0
4145,Sfax,4000.0
4148,Monastir,0.0
4150,Nabeul,60.0
4151,Mannouba,290.0
4152,Sousse,1500.0
4154,Tunis,140.0
4155,Monastir,600.0
4156,Tunis,480.0
4162,Nabeul,120.0
4164,Ariana,0.0
4165,Banlieue Nord,1700.0
4168,Ariana,1250.0
4170,Ariana,350.0
4172,Ben arous,100.0
4173,Sousse,50.0
4175,Sousse,100.0
4176,Sfax,400.0
4177,Nabeul,0.0
4180,Sousse,50.0
4182,Sousse,150.0
4184,Sousse,450.0
4185,Mannouba,550.0
4186,Ben arous,340.0
4190,Banlieue Nord,2000.0
4192,Sousse,1300.0
4193,Gabes,0.0
4198,Sousse,650.0
4200,Nabeul,120.0
4202,Banlieue Nord,1000.0
4203,Banlieue Nord,2500.0
4205,Ben arous,650.0
4206,Sousse,450.0
4207,Djerba,500.0
4209,Nabeul,2500.0
4210,Nabeul,0.0
4211,Ariana,880.0
4212,Mannouba,195.0
4213,Ben arous,520.0
4214,Banlieue Nord,0.0
4215,Ben arous,550.0
4217,Sousse,650.0
4218,Ariana,800.0
4219,Nabeul,0.0
4220,Tunis,450.0
4222,Ben arous,550.0
4223,Ariana,550.0
4225,Djerba,1.0
4226,Tunis,1200.0
4227,Sousse,160.0
4228,Bardo,0.0
4229,Sousse,1300.0
4230,Ben arous,600.0
4231,Ariana,700.0
4232,Sousse,400.0
4236,Mahdia,100.0
4237,Bardo,500.0
4238,Sousse,500.0
4240,Ariana,800.0
4244,Tunis,550.0
4248,Ben arous,400.0
4249,Mannouba,0.0
4251,Gafsa,0.0
4252,Nabeul,6800.0
4254,Ariana,1200.0
4256,Nabeul,0.0
4257,Banlieue Nord,700.0
4258,Sfax,400.0
4261,Ariana,1700.0
4262,Sousse,800.0
4264,Ariana,460.0
4265,Ben arous,0.0
4266,Ben arous,650.0
4268,Ariana,1700.0
4270,Ariana,430.0
4271,Sousse,40.0
4272,Ariana,700.0
4273,Ariana,440.0
4275,Monastir,50.0
4276,Sousse,100.0
4280,,570.0
4282,Ariana,450.0
4283,Nabeul,0.0
4284,Sousse,1250.0
4285,Ariana,750.0
4287,Sousse,600.0
4288,Banlieue Nord,1350.0
4289,Monastir,50.0
4290,Ariana,60.0
4291,Banlieue Nord,2500.0
4292,Sousse,100.0
4293,Nabeul,250.0
4294,Tunis,500.0
4296,Nabeul,0.0
4297,Ben arous,500.0
4299,Ariana,700.0
4302,Tunis,450.0
4306,Sousse,0.0
4309,Tunis,250.0
4310,Sfax,0.0
4311,Mahdia,1000.0
4313,Sousse,0.0
4314,Nabeul,150.0
4315,Sousse,160.0
4316,Tunis,450.0
4318,Ben arous,650.0
4320,Nabeul,80.0
4322,Sousse,140.0
4323,Mannouba,0.0
4325,Nabeul,1750.0
4327,Nabeul,7200.0
4330,Mahdia,90.0
4331,Nabeul,1200.0
4334,Banlieue Nord,2500.0
4335,Ariana,720.0
4336,Bardo,290.0
4337,Banlieue Nord,1950.0
4338,Sfax,0.0
4339,Ben arous,550.0
4341,Banlieue Nord,0.0
4344,Ben arous,350.0
4345,Mahdia,0.0
4346,Tunis,250.0
4347,Sfax,0.0
4348,Banlieue Nord,1700.0
4349,Sousse,180000.0
4350,Bardo,275.0
4351,Ariana,500.0
4354,Sousse,600.0
4356,Sousse,140.0
4358,Ariana,580.0
4359,Nabeul,1400.0
4360,Sousse,650.0
4363,Sousse,400.0
4365,Sfax,430.0
4369,Sousse,120.0
4370,Tunis,699.0
4371,Sousse,1200.0
4372,Nabeul,70.0
4375,Mannouba,0.0
4376,Sousse,1200.0
4377,Ben arous,350.0
4379,Sousse,0.0
4380,Ariana,650.0
4381,Nabeul,1000.0
4382,Nabeul,50.0
4384,Ben arous,900.0
4385,Sousse,0.0
4386,Nabeul,600.0
4389,Tunis,2200.0
4390,Ariana,400.0
4393,Tunis,200.0
4394,Ariana,1000.0
4395,Sousse,0.0
4396,Tunis,700.0
4399,Ben arous,400.0
4400,Ariana,1200.0
4403,Bardo,500.0
4405,Tunis,180.0
4407,Mannouba,195.0
4408,Tunis,550.0
4411,Ariana,2110.0
4412,Sousse,200.0
4414,Banlieue Nord,3000.0
4415,Tunis,850.0
4422,Sousse,100.0
4423,Sousse,650.0
4425,Ben arous,470.0
4426,Nabeul,90.0
4427,,800.0
4428,Tunis,350.0
4429,Sousse,140.0
4434,Ariana,750.0
4438,Tunis,0.0
4439,Sousse,350.0
4440,Banlieue Nord,8120.0
4441,Ariana,850.0
4442,Ariana,400.0
4443,Sousse,150.0
4445,Ben arous,590.0
4447,Banlieue Nord,1250.0
4448,Sousse,250.0
4449,Nabeul,300.0
4450,Monastir,1000.0
4451,Tunis,380.0
4452,Bardo,800.0
4453,Sousse,500.0
4456,Tunis,1500.0
4460,Tunis,700.0
4461,Ariana,600.0
4462,Banlieue Nord,3500.0
4463,Sousse,95.0
4466,Ben arous,760.0
4472,Nabeul,0.0
4473,Ariana,650.0
4474,Mahdia,350.0
4476,Ben arous,900.0
4478,Tunis,1100.0
4479,Banlieue Nord,2800.0
4481,Sfax,320.0
4484,Ben arous,400.0
4485,Sousse,400.0
4486,Ben arous,420.0
4487,Ben arous,350.0
4488,Sousse,1000.0
4489,Nabeul,0.0
4492,Ariana,2110.0
4493,Kef,0.0
4494,Ben arous,380.0
4497,Ariana,990.0
4499,Monastir,450.0
4501,Ben arous,900.0
4502,Kairouan,0.0
4505,Ariana,325.0
4506,Ariana,750.0
4507,Nabeul,3400.0
4510,Tunis,2700.0
4511,Monastir,70.0
4512,Sousse,130.0
4514,Nabeul,2500.0
4515,Ariana,800.0
4519,Ariana,1950.0
4520,Monastir,470.0
4521,Sousse,600.0
4522,Sousse,200.0
4523,Ben arous,680.0
4525,Sousse,85.0
4526,Sousse,0.0
4527,Ariana,550.0
4529,Ariana,1250.0
4530,Mannouba,700.0
4533,Ariana,60.0
4534,Sfax,650.0
4535,Ariana,850.0
4536,Sousse,0.0
4537,Ariana,550.0
4538,Banlieue Nord,1450.0
4539,Tunis,500.0
4540,Nabeul,900.0
4541,Sousse,230.0
4542,Ariana,500.0
4543,Ben arous,650.0
4544,Ben arous,420.0
4546,Sousse,400.0
4547,Banlieue Nord,1000.0
4548,Ariana,1100.0
4549,Banlieue Nord,2400.0
4550,Nabeul,7000.0
4551,Banlieue Nord,650.0
4553,Nabeul,500.0
4554,Nabeul,0.0
4555,Ariana,950.0
4558,Ariana,100.0
4559,Sfax,450.0
4560,Sousse,600.0
4563,Mahdia,60.0
4566,Nabeul,150.0
4567,Sousse,600.0
4568,Sousse,1000.0
4570,Nabeul,200.0
4571,Banlieue Nord,2000.0
4572,Ben arous,350.0
4573,Mahdia,70.0
4574,Sousse,550.0
4575,Tunis,380.0
4576,Nabeul,1850.0
4577,Bizerte,0.0
4578,Nabeul,0.0
4579,Sousse,320.0
4581,Ben arous,760.0
4582,Mannouba,0.0
4584,Sfax,0.0
4585,Ariana,900.0
4586,Sousse,220.0
4587,Nabeul,450.0
4588,Sousse,500.0
4592,Tunis,0.0
4597,Kairouan,0.0
4598,Monastir,0.0
4600,Sousse,450.0
4601,Banlieue Nord,750.0
4603,Monastir,0.0
4604,Bizerte,70.0
4605,Tunis,450.0
4606,Sousse,80.0
4609,Ariana,210.0
4610,,500.0
4611,Banlieue Nord,690.0
4613,Sousse,180.0
4616,Nabeul,0.0
4618,Ariana,400.0
4619,Tunis,1200.0
4620,Bizerte,0.0
4621,Bizerte,300.0
4622,Tunis,900.0
4623,Banlieue Nord,800.0
4624,Ariana,550.0
4626,Nabeul,55.0
4628,Ariana,850.0
4630,Banlieue Nord,2500.0
4631,Ben arous,600.0
4633,Banlieue Nord,950.0
4634,Tunis,550.0
4635,Nabeul,0.0
4636,Ben arous,850.0
4638,Banlieue Nord,2000.0
4640,Sousse,400.0
4641,Sousse,450.0
4642,Monastir,350.0
4643,Mahdia,90.0
4644,Nabeul,110.0
4646,Ben arous,450.0
4647,Nabeul,7000.0
4648,Nabeul,0.0
4649,Tunis,1000.0
4650,Nabeul,100.0
4652,Sousse,300.0
4654,Ariana,75.0
4655,Banlieue Nord,470.0
4657,Sousse,450.0
4658,Nabeul,600.0
4659,Banlieue Nord,4000.0
4660,Mannouba,580.0
4662,Nabeul,450.0
4663,Banlieue Nord,2200.0
4664,Ariana,1300.0
4665,Sousse,400.0
4666,Tunis,300.0
4668,Ariana,660.0
4670,Mahdia,1000.0
4671,,0.0
4672,Banlieue Nord,5000.0
4674,Ben arous,490.0
4675,Ariana,500.0
4676,Sousse,550.0
4677,Banlieue Nord,2000.0
4678,Nabeul,180.0
4679,Banlieue Nord,0.0
4682,Sousse,550.0
4684,Sousse,650.0
4686,Tunis,1000.0
4687,Banlieue Nord,750.0
4688,Ben arous,350.0
4689,Ariana,800.0
4690,Ariana,1300.0
4693,Tunis,420.0
4694,Bizerte,70.0
4698,Sousse,0.0
4700,Bardo,330.0
4701,Nabeul,120.0
4702,Ariana,600.0
4705,Sfax,700.0
4706,Ben arous,650.0
4707,Tunis,900.0
4710,Nabeul,80.0
4711,Monastir,55.0
4712,Nabeul,0.0
4713,Nabeul,0.0
4714,Sousse,180.0
4716,Monastir,50.0
4717,Nabeul,300.0
4719,Ariana,140.0
4721,Ben arous,350.0
4724,Tunis,2000.0
4725,Mannouba,0.0
4727,Banlieue Nord,800.0
4728,Banlieue Nord,3800.0
4729,Ben arous,850.0
4730,Ariana,750.0
4731,Tunis,1100.0
4734,Tunis,130.0
4735,Sousse,400.0
4736,Nabeul,0.0
4737,Tunis,80.0
4738,Ariana,700.0
4740,Ariana,900.0
4742,Mannouba,400.0
4745,Monastir,90.0
4746,Nabeul,0.0
4747,Sousse,150.0
4748,Tunis,850.0
4749,Sousse,50.0
4751,Sousse,900.0
4752,Ariana,1000.0
4756,Nabeul,90.0
4758,Sousse,750.0
4759,Ariana,1150.0
4760,Nabeul,150.0
4761,Sfax,500.0
4762,Tunis,900.0
4763,Banlieue Nord,650.0
4764,Nabeul,0.0
4766,Tunis,500.0
4768,Tunis,1000.0
4770,Nabeul,0.0
4771,Ariana,60.0
4772,Ben arous,550.0
4773,Sousse,500.0
4774,Tunis,520.0
4776,Ben arous,750.0
4778,Sousse,400.0
4780,Banlieue Nord,750.0
4781,Bardo,800.0
4782,Tunis,550.0
4784,Nabeul,1600.0
4785,Mahdia,0.0
4787,Banlieue Nord,450.0
4791,Tunis,1600.0
4792,Ariana,350.0
4794,Sfax,0.0
4795,Banlieue Nord,0.0
4798,Ariana,1050.0
4799,Ben arous,350.0
4800,Ariana,580.0
4803,Tunis,550.0
4805,Sousse,60.0
4807,Kairouan,250.0
4810,Monastir,80.0
4813,Ariana,70.0
4823,Sfax,0.0
4825,Ben arous,850.0
4826,Sfax,350.0
4831,Sfax,550.0
4834,Ariana,80.0
4835,Tunis,320.0
4836,Ariana,750.0
4837,Mahdia,1300.0
4841,Ariana,630.0
4842,Ben arous,420.0
4843,Sousse,1200.0
4844,Ariana,0.0
4845,Ariana,600.0
4849,Tunis,2800.0
4852,Ariana,1200.0
4853,Nabeul,0.0
4854,Nabeul,420.0
4855,Ariana,900.0
4856,,0.0
4857,Sousse,0.0
4860,Nabeul,1200000.0
4861,,0.0
4864,Tunis,0.0
4865,Tunis,900.0
4868,Sousse,100.0
4869,Ariana,300.0
4870,Sousse,650.0
4872,Ariana,70.0
4873,Ben arous,900.0
4874,Tunis,900.0
4875,Mahdia,980.0
4876,Tunis,950.0
4877,Ariana,80.0
4878,Ariana,850.0
4880,Sousse,500.0
4881,Sousse,1350.0
4884,Banlieue Nord,1100.0
4886,Djerba,80.0
4887,Sousse,90.0
4888,Sfax,520.0
4894,Tunis,100.0
4895,Sousse,700.0
4896,Sfax,0.0
4897,Banlieue Nord,800.0
4900,Ariana,60.0
4901,Nabeul,0.0
4902,Monastir,280.0
4904,Tunis,450.0
4910,Sfax,500.0
4911,Tunis,550.0
4913,Nabeul,2400.0
4916,Ben arous,0.0
4918,Sfax,420.0
4921,Sfax,550.0
4923,Sousse,1400.0
4924,Sousse,400.0
4925,Sousse,700.0
4927,Gafsa,0.0
4928,Ben arous,500.0
4929,Ariana,1000.0
4930,Banlieue Nord,900.0
4931,Sfax,330.0
4932,Ben arous,760.0
4936,Banlieue Nord,1800.0
4938,Ariana,600.0
4939,Bardo,800.0
4940,Sousse,1500.0
4941,Sousse,1200.0
4943,Monastir,70.0
4946,Tunis,600.0
4947,Mahdia,500.0
4948,Tunis,400.0
4950,Nabeul,950.0
4951,Nabeul,150.0
4952,Nabeul,750.0
4955,Ben arous,850.0
4956,Tunis,800.0
4957,Banlieue Nord,1700.0
4959,Sousse,1200.0
4960,Ben arous,111.0
4962,Tunis,450.0
4966,Sousse,700.0
4967,Tunis,100.0
4969,Ben arous,600.0
4970,Sfax,0.0
4971,Sfax,0.0
4972,Tunis,280.0
4973,Tunis,750.0
4975,Ariana,750.0
4976,Monastir,50.0
4977,Banlieue Nord,1400.0
4979,Tunis,320.0
4980,Ben arous,550.0
4981,Ariana,550.0
4984,Sousse,0.0
4985,Ben arous,0.0
4986,Sfax,520.0
4988,Ariana,300.0
4989,Tunis,0.0
4990,Bardo,0.0
4992,Ariana,800.0
4993,Ben arous,500.0
4994,Sousse,800.0
4995,Sousse,650.0
4999,Sousse,500.0
5000,Sousse,100.0
5001,Tunis,100.0
5002,Banlieue Nord,2000.0
5005,Nabeul,2400.0
5006,Ariana,650.0
5007,Nabeul,0.0
5008,Tunis,600.0
5010,Nabeul,0.0
5012,Banlieue Nord,7000.0
5015,Tunis,750.0
5016,Nabeul,2000.0
5018,Ariana,850.0
5019,Sousse,130.0
5022,Tunis,90.0
5024,Sousse,80.0
5025,Banlieue Nord,3900.0
5026,Banlieue Nord,1100.0
5028,Mahdia,110.0
5029,Sousse,500.0
5030,Sousse,1050.0
5031,Banlieue Nord,2500.0
5033,Sousse,600.0
5035,Nabeul,1400.0
5036,Monastir,0.0
5037,Tunis,0.0
5040,Tunis,90.0
5041,Monastir,380.0
5042,Nabeul,100.0
5043,Gafsa,0.0
5044,Sfax,450.0
5046,Tunis,250.0
5047,Sousse,130.0
5048,Tunis,900.0
5050,Sousse,130.0
5051,Ariana,850.0
5053,Sousse,150.0
5054,Tozeur,300.0
5055,Ariana,600.0
5057,Ariana,1200.0
5058,Banlieue Nord,4000.0
5059,Nabeul,5000.0
5060,Ariana,950.0
5061,Sousse,80.0
5064,Sousse,550.0
5065,Sfax,450.0
5066,Zaghouan,220.0
5067,Nabeul,0.0
5068,Tunis,0.0
5069,Sousse,900.0
5070,,0.0
5071,Sousse,750.0
5072,Ariana,1200.0
5074,Sousse,800.0
5076,Ben arous,650.0
5078,Ariana,3600.0
5079,Nabeul,0.0
5080,Nabeul,80.0
5081,Ariana,75.0
5082,Mahdia,1500.0
5083,Ariana,350.0
5084,Sfax,0.0
5086,Tunis,0.0
5087,Ben arous,680.0
5088,Nabeul,150.0
5089,Tunis,3800.0
5090,Tunis,100.0
5091,Sousse,1000.0
5092,Monastir,70.0
5093,Tunis,1100.0
5098,Ariana,0.0
5099,Sousse,2500.0
5102,Sfax,650.0
5104,Banlieue Nord,1300.0
5105,Sousse,0.0
5106,Monastir,80.0
5107,Nabeul,100.0
5109,Sousse,100.0
5110,Sousse,200.0
5113,Ben arous,400.0
5114,Ariana,870.0
5116,Nabeul,0.0
5117,Nabeul,0.0
5120,Ariana,600.0
5121,Banlieue Nord,1550.0
5125,Sousse,80.0
5127,Banlieue Nord,700.0
5128,Sousse,0.0
5130,Sousse,80.0
5131,Ariana,1000.0
5136,Djerba,60.0
5138,Sfax,450.0
5141,Nabeul,2000.0
5142,Tunis,0.0
5144,Ariana,165000.0
5145,Ben arous,340.0
5146,Sousse,1500.0
5147,Ariana,450.0
5149,Sousse,850.0
5150,Bizerte,600.0
5152,Ben arous,650.0
5153,Nabeul,150.0
5154,Sousse,3000.0
5155,Zaghouan,220.0
5157,Ariana,1200.0
5158,Sousse,80.0
5160,Banlieue Nord,120.0
5162,Banlieue Nord,2800.0
5163,Nabeul,0.0
5166,Nabeul,150.0
5168,Tunis,80.0
5169,Ben arous,650.0
5171,Ben arous,450.0
5172,Sfax,390.0
5173,Ariana,800.0
5174,Ariana,500.0
5175,Tunis,520.0
5176,Ariana,1300.0
5177,Tunis,700.0
5178,Tunis,300.0
5179,Tunis,900.0
5180,Tunis,680.0
5181,Tunis,550.0
5182,Nabeul,130.0
5185,Ben arous,420.0
5186,Nabeul,0.0
5187,Sousse,0.0
5188,Sousse,400.0
5191,Ariana,750.0
5192,Sousse,150.0
5194,Ariana,1250.0
5196,Sousse,370.0
5197,Mahdia,0.0
5198,Ariana,1300.0
5201,Ariana,800.0
5203,Banlieue Nord,120.0
5205,Sousse,80.0
5206,Bizerte,0.0
5207,Ariana,0.0
5208,Sfax,350.0
5209,Banlieue Nord,1050.0
5210,Ariana,450.0
5213,Sfax,0.0
5219,Nabeul,550.0
5222,Sousse,800.0
5224,Banlieue Nord,3500.0
5225,Nabeul,50.0
5227,Sousse,650.0
5229,Nabeul,70.0
5230,Ben arous,550.0
5231,Tunis,380.0
5236,Nabeul,250.0
5237,Banlieue Nord,1100.0
5238,Jendouba,0.0
5239,Banlieue Nord,1300.0
5240,Sousse,1500.0
5241,Tunis,850.0
5243,Ariana,60.0
5244,Ariana,800.0
5245,Sousse,0.0
5246,Ariana,750.0
5248,Ariana,650.0
5249,Ariana,600.0
5253,Monastir,750.0
5255,Ben arous,700.0
5256,Banlieue Nord,1500.0
5259,Ariana,550.0
5260,Ariana,550.0
5261,Sfax,400.0
5262,Tunis,350.0
5263,Ariana,720.0
5266,Banlieue Nord,1500.0
5267,Banlieue Nord,1160.0
5269,Mahdia,654.0
5271,Ariana,650.0
5272,Nabeul,130.0
5273,Ariana,900.0
5278,Tunis,0.0
5279,Ariana,580.0
5281,Nabeul,8000.0
5283,Ariana,0.0
5284,Ariana,110.0
5286,Ariana,0.0
5287,Sfax,0.0
5288,Ariana,60.0
5289,Ben arous,350.0
5291,Banlieue Nord,1600.0
5292,Ben arous,600.0
