Country,Price,Size,Marketplace,Reference,Moy_prix_by_size
Ariana,180000.0,68.0,Jumia TN,L-TN-00157378,2647.0588235294117
Nabeul,650000.0,157.0,Jumia TN,L-TN-00163387,4140.127388535032
Ben arous,252000.0,180.0,Jumia TN,L-TN-00123031,1400.0
Nabeul,170000.0,180.0,Jumia TN,L-TN-00135725,944.4444444444445
Banlieue Nord,350000.0,140.0,Jumia TN,L-TN-00131866,2500.0
Sousse,800000.0,150.0,Jumia TN,L-TN-00140822,5333.333333333333
Ariana,210000.0,157.0,Jumia TN,L-TN-00149547,1337.5796178343949
Ariana,543904.0,236.0,Jumia TN,L-TN-00105103,2304.677966101695
Ariana,160000.0,150.0,Jumia TN,L-TN-00155703,1066.6666666666667
Ben arous,188000.0,106.0,Jumia TN,L-TN-00150930,1773.5849056603774
Nabeul,345000.0,142.0,Jumia TN,L-TN-00107452,2429.5774647887324
Sousse,950.0,160.0,Jumia TN,L-TN-00115412,5.9375
Banlieue Nord,410000.0,165.0,Jumia TN,L-TN-00148251,2484.848484848485
Ariana,214550.0,123.0,Jumia TN,L-TN-00153142,1744.3089430894308
Ariana,175000.0,75.0,Jumia TN,L-TN-00149075,2333.3333333333335
Ben arous,160000.0,129.0,Jumia TN,L-TN-00125951,1240.3100775193798
Sousse,270000.0,63.0,Jumia TN,L-TN-00153593,4285.714285714285
Ben arous,145000.0,100.0,Jumia TN,L-TN-00163485,1450.0
Ben arous,80000.0,80.0,Jumia TN,L-TN-00127076,1000.0
Banlieue Nord,235000.0,135.0,Jumia TN,L-TN-00137940,1740.7407407407406
Banlieue Nord,450000.0,152.0,Jumia TN,L-TN-00123222,2960.5263157894738
Ariana,258000.0,99.0,Jumia TN,L-TN-00127517,2606.060606060606
Banlieue Nord,1500000.0,280.0,Jumia TN,L-TN-00132571,5357.142857142857
Ariana,257000.0,136.0,Jumia TN,L-TN-00154245,1889.7058823529412
Ariana,160000.0,150.0,Jumia TN,L-TN-00153433,1066.6666666666667
Banlieue Nord,293000.0,93.0,Jumia TN,L-TN-00131676,3150.537634408602
Sousse,750.0,100.0,Jumia TN,L-TN-00142237,7.5
Sousse,230000.0,76.0,Jumia TN,L-TN-00159053,3026.315789473684
Ariana,195000.0,90.0,Jumia TN,L-TN-00136491,2166.6666666666665
Ariana,180000.0,147.0,Jumia TN,L-TN-00154286,1224.4897959183672
Nabeul,65000.0,80.0,Jumia TN,L-TN-00154577,812.5
Banlieue Nord,680000.0,270.0,Jumia TN,L-TN-00139478,2518.5185185185187
Banlieue Nord,950000.0,314.0,Jumia TN,L-TN-00130161,3025.477707006369
Sousse,95000.0,120.0,Jumia TN,L-TN-00142500,791.6666666666666
Banlieue Nord,560000.0,116.0,Jumia TN,L-TN-00146879,4827.586206896552
Nabeul,55000.0,60.0,Jumia TN,L-TN-00142596,916.6666666666666
Banlieue Nord,980000.0,230.0,Jumia TN,L-TN-00153540,4260.869565217391
Ben arous,250000.0,158.0,Jumia TN,L-TN-00147191,1582.2784810126582
Ariana,260000.0,130.0,Jumia TN,L-TN-00113935,2000.0
Ariana,380000.0,134.0,Jumia TN,L-TN-00127164,2835.820895522388
Sousse,198000.0,124.0,Jumia TN,L-TN-00155377,1596.774193548387
Ariana,183000.0,147.0,Jumia TN,L-TN-00148939,1244.8979591836735
Sousse,130000.0,65.0,Jumia TN,L-TN-00146482,2000.0
Banlieue Nord,552000.0,230.0,Jumia TN,L-TN-00131348,2400.0
Ariana,250000.0,104.0,Jumia TN,L-TN-00154296,2403.846153846154
Sousse,190000.0,116.0,Jumia TN,L-TN-00146709,1637.9310344827586
Sousse,250000.0,158.0,Jumia TN,L-TN-00112958,1582.2784810126582
Ben arous,130000.0,80.0,Jumia TN,L-TN-00161916,1625.0
Nabeul,420000.0,120.0,Jumia TN,L-TN-00131273,3500.0
Ben arous,252000.0,180.0,Jumia TN,L-TN-00123029,1400.0
Ariana,175075.0,76.0,Jumia TN,L-TN-00154761,2303.6184210526317
Banlieue Nord,580000.0,145.0,Jumia TN,L-TN-00120642,4000.0
Banlieue Nord,500000.0,178.0,Jumia TN,L-TN-00152624,2808.9887640449438
Ariana,300000.0,191.0,Jumia TN,L-TN-00153888,1570.6806282722514
Ariana,419000.0,156.0,Jumia TN,L-TN-00127497,2685.897435897436
Ariana,89000.0,53.0,Jumia TN,L-TN-00150628,1679.245283018868
Ben arous,98000.0,90.0,Jumia TN,L-TN-00141411,1088.888888888889
Sousse,110000.0,87.0,Jumia TN,L-TN-00140966,1264.367816091954
Ariana,225000.0,105.0,Jumia TN,L-TN-00149771,2142.8571428571427
Mahdia,395000.0,138.0,Jumia TN,L-TN-00100118,2862.31884057971
Sousse,225000.0,108.0,Jumia TN,L-TN-00150727,2083.3333333333335
Ariana,387782.0,158.0,Jumia TN,L-TN-00149010,2454.3164556962024
Banlieue Nord,435000.0,196.0,Jumia TN,L-TN-00149476,2219.387755102041
Ben arous,130000.0,104.0,Jumia TN,L-TN-00131125,1250.0
Ariana,320000.0,124.0,Jumia TN,L-TN-00149887,2580.6451612903224
Ariana,198170.0,111.0,Jumia TN,L-TN-00152738,1785.3153153153153
Sousse,260000.0,137.0,Jumia TN,L-TN-00150568,1897.8102189781023
Ariana,308000.0,145.0,Jumia TN,L-TN-00132420,2124.137931034483
Ariana,340500.0,159.0,Jumia TN,L-TN-00150569,2141.509433962264
Banlieue Nord,300.0,112.0,Jumia TN,L-TN-00134221,2.6785714285714284
Nabeul,320000.0,149.0,Jumia TN,L-TN-00145142,2147.6510067114095
Banlieue Nord,880000.0,271.0,Jumia TN,L-TN-00154111,3247.2324723247234
Ariana,340000.0,145.0,Jumia TN,L-TN-00123930,2344.8275862068967
Banlieue Nord,210000.0,69.0,Jumia TN,L-TN-00148679,3043.478260869565
Nabeul,158519.0,65.0,Jumia TN,L-TN-00163769,2438.753846153846
Banlieue Nord,180000.0,100.0,Jumia TN,L-TN-00102426,1800.0
Ariana,250000.0,105.0,Jumia TN,L-TN-00154210,2380.9523809523807
Ariana,108000.0,60.0,Jumia TN,L-TN-00161302,1800.0
Banlieue Nord,3000.0,76.0,Jumia TN,L-TN-00125998,39.473684210526315
Banlieue Nord,400000.0,152.0,Jumia TN,L-TN-00150373,2631.5789473684213
Ariana,250000.0,104.0,Jumia TN,L-TN-00149250,2403.846153846154
Nabeul,145000.0,90.0,Jumia TN,L-TN-00161512,1611.111111111111
Ariana,170000.0,147.0,Jumia TN,L-TN-00154417,1156.4625850340135
Nabeul,350000.0,124.0,Jumia TN,L-TN-00161769,2822.5806451612902
Ariana,175000.0,60.0,Jumia TN,L-TN-00104851,2916.6666666666665
Ariana,260000.0,200.0,Jumia TN,L-TN-00153998,1300.0
Banlieue Nord,385000.0,145.0,Jumia TN,L-TN-00136418,2655.1724137931033
Banlieue Nord,340000.0,180.0,Jumia TN,L-TN-00154107,1888.888888888889
Ariana,159000.0,70.0,Jumia TN,L-TN-00155172,2271.4285714285716
Banlieue Nord,800000.0,272.0,Jumia TN,L-TN-00134307,2941.176470588235
Sousse,340000.0,230.0,Jumia TN,L-TN-00138642,1478.2608695652175
Sousse,270000.0,128.0,Jumia TN,L-TN-00122318,2109.375
Banlieue Nord,810000.0,148.0,Jumia TN,L-TN-00124230,5472.972972972973
Banlieue Nord,413000.0,153.0,Jumia TN,L-TN-00161425,2699.346405228758
Ben arous,150000.0,117.0,Jumia TN,L-TN-00126303,1282.051282051282
Banlieue Nord,240000.0,85.0,Jumia TN,L-TN-00146320,2823.529411764706
Ariana,260000.0,122.0,Jumia TN,L-TN-00145914,2131.1475409836066
Banlieue Nord,1050000.0,400.0,Jumia TN,L-TN-00148780,2625.0
Bizerte,230000.0,121.0,Jumia TN,L-TN-00152878,1900.8264462809918
Banlieue Nord,2500.0,235.0,Jumia TN,L-TN-00146602,10.638297872340425
Ben arous,160000.0,103.0,Jumia TN,L-TN-00128165,1553.3980582524273
Ariana,275000.0,136.0,Jumia TN,L-TN-00152563,2022.0588235294117
Ariana,190000.0,112.0,Jumia TN,L-TN-00125283,1696.4285714285713
Ariana,183000.0,147.0,Jumia TN,L-TN-00152618,1244.8979591836735
Banlieue Nord,395000.0,138.0,Jumia TN,L-TN-00150385,2862.31884057971
Banlieue Nord,435000.0,162.0,Jumia TN,L-TN-00108958,2685.185185185185
Sousse,350000.0,250.0,Jumia TN,L-TN-00135376,1400.0
Ariana,335000.0,140.0,Jumia TN,L-TN-00152815,2392.8571428571427
Sousse,280000.0,220.0,Jumia TN,L-TN-00146444,1272.7272727272727
Nabeul,380000.0,107.0,Jumia TN,L-TN-00155937,3551.4018691588785
Nabeul,240000.0,157.0,Jumia TN,L-TN-00161594,1528.6624203821657
Ariana,328960.0,132.0,Jumia TN,L-TN-00132418,2492.121212121212
Banlieue Nord,450000.0,159.0,Jumia TN,L-TN-00087871,2830.188679245283
Ariana,288418.0,125.0,Jumia TN,L-TN-00152524,2307.344
Banlieue Nord,225000.0,110.0,Jumia TN,L-TN-00122579,2045.4545454545455
Sousse,250000.0,180.0,Jumia TN,L-TN-00135143,1388.888888888889
Banlieue Nord,1050000.0,245.0,Jumia TN,L-TN-00142099,4285.714285714285
Sousse,195000.0,120.0,Jumia TN,L-TN-00137299,1625.0
Ariana,315000.0,162.0,Jumia TN,L-TN-00092747,1944.4444444444443
Sousse,520000.0,192.0,Jumia TN,L-TN-00109790,2708.3333333333335
Banlieue Nord,501000.0,180.0,Jumia TN,L-TN-00149765,2783.3333333333335
Ariana,272000.0,129.0,Jumia TN,L-TN-00156925,2108.5271317829456
Mannouba,130000.0,105.0,Jumia TN,L-TN-00132437,1238.095238095238
Sousse,180000.0,76.0,Jumia TN,L-TN-00107287,2368.4210526315787
Ariana,180000.0,147.0,Jumia TN,L-TN-00154235,1224.4897959183672
Nabeul,130000.0,65.0,Jumia TN,L-TN-00161281,2000.0
Sousse,280000.0,155.0,Jumia TN,L-TN-00139585,1806.4516129032259
Mahdia,414500.0,145.0,Jumia TN,L-TN-00096524,2858.6206896551726
Ariana,375000.0,156.0,Jumia TN,L-TN-00123928,2403.846153846154
Djerba,296000.0,150.0,Jumia TN,L-TN-00095783,1973.3333333333333
Sousse,200000.0,115.0,Jumia TN,L-TN-00138570,1739.1304347826087
Sousse,256000.0,160.0,Jumia TN,L-TN-00155351,1600.0
Sousse,72000.0,50.0,Jumia TN,L-TN-00140088,1440.0
Banlieue Nord,590000.0,200.0,Jumia TN,L-TN-00115546,2950.0
Ben arous,180000.0,112.0,Jumia TN,L-TN-00121120,1607.142857142857
Sousse,225000.0,120.0,Jumia TN,L-TN-00163405,1875.0
Banlieue Nord,495000.0,135.0,Jumia TN,L-TN-00113977,3666.6666666666665
Ariana,85000.0,90.0,Jumia TN,L-TN-00158630,944.4444444444445
Nabeul,1300000.0,156.0,Jumia TN,L-TN-00101455,8333.333333333334
Ben arous,133000.0,78.0,Jumia TN,L-TN-00113730,1705.128205128205
Ariana,199000.0,132.0,Jumia TN,L-TN-00105452,1507.5757575757575
Nabeul,310000.0,100.0,Jumia TN,L-TN-00126537,3100.0
Ariana,148400.0,106.0,Jumia TN,L-TN-00148829,1400.0
Sousse,250000.0,142.0,Jumia TN,L-TN-00130594,1760.5633802816901
Banlieue Nord,250000.0,168.0,Jumia TN,L-TN-00149853,1488.095238095238
Banlieue Nord,293000.0,73.0,Jumia TN,L-TN-00114806,4013.698630136986
Banlieue Nord,190000.0,76.0,Jumia TN,L-TN-00159862,2500.0
Banlieue Nord,240000.0,100.0,Jumia TN,L-TN-00163303,2400.0
Banlieue Nord,650000.0,200.0,Jumia TN,L-TN-00126525,3250.0
Sousse,105000.0,24.0,Jumia TN,L-TN-00126181,4375.0
Banlieue Nord,222000.0,73.0,Jumia TN,L-TN-00162282,3041.095890410959
Nabeul,82000.0,40.0,Jumia TN,L-TN-00164669,2050.0
Ariana,358000.0,170.0,Jumia TN,L-TN-00132324,2105.8823529411766
Djerba,128400.0,130.0,Jumia TN,L-TN-00013720,987.6923076923077
Nabeul,240000.0,150.0,Jumia TN,L-TN-00161783,1600.0
Sousse,255000.0,51.0,Jumia TN,L-TN-00150355,5000.0
Banlieue Nord,250000.0,101.0,Jumia TN,L-TN-00141522,2475.2475247524753
Banlieue Nord,240000.0,130.0,Jumia TN,L-TN-00145166,1846.1538461538462
Nabeul,300000.0,153.0,Jumia TN,L-TN-00153611,1960.7843137254902
Banlieue Nord,270000.0,190.0,Jumia TN,L-TN-00137068,1421.0526315789473
Banlieue Nord,950000.0,400.0,Jumia TN,L-TN-00126534,2375.0
Sousse,168000.0,130.0,Jumia TN,L-TN-00156932,1292.3076923076924
Banlieue Nord,850000.0,197.0,Jumia TN,L-TN-00152482,4314.720812182741
Sousse,155000.0,125.0,Jumia TN,L-TN-00150751,1240.0
Nabeul,247215.0,106.0,Jumia TN,L-TN-00163765,2332.2169811320755
Sousse,1100000.0,250.0,Jumia TN,L-TN-00142521,4400.0
Ariana,385000.0,159.0,Jumia TN,L-TN-00123924,2421.383647798742
Banlieue Nord,178000.0,105.0,Jumia TN,L-TN-00148373,1695.2380952380952
Banlieue Nord,345000.0,113.0,Jumia TN,L-TN-00136243,3053.097345132743
Sousse,140000.0,90.0,Jumia TN,L-TN-00114512,1555.5555555555557
Ariana,250000.0,171.0,Jumia TN,L-TN-00154525,1461.9883040935672
Ariana,352000.0,132.0,Jumia TN,L-TN-00127529,2666.6666666666665
Banlieue Nord,150000.0,40.0,Jumia TN,L-TN-00156981,3750.0
Ariana,4150000.0,250.0,Jumia TN,L-TN-00151318,16600.0
Ariana,229000.0,122.0,Jumia TN,L-TN-00116546,1877.049180327869
Banlieue Nord,270000.0,135.0,Jumia TN,L-TN-00164641,2000.0
Banlieue Nord,400000.0,152.0,Jumia TN,L-TN-00152665,2631.5789473684213
Nabeul,240000.0,104.0,Jumia TN,L-TN-00155254,2307.6923076923076
Sousse,155000.0,125.0,Jumia TN,L-TN-00152636,1240.0
Banlieue Nord,326304.0,102.0,Jumia TN,L-TN-00113951,3199.0588235294117
Banlieue Nord,270000.0,100.0,Jumia TN,L-TN-00164294,2700.0
Nabeul,2500.0,196.0,Jumia TN,L-TN-00155821,12.755102040816327
Banlieue Nord,424160.0,153.0,Jumia TN,L-TN-00133031,2772.2875816993464
Ariana,239750.0,138.0,Jumia TN,L-TN-00152715,1737.3188405797102
Ariana,110000.0,39.0,Jumia TN,L-TN-00156806,2820.5128205128203
Ben arous,145000.0,102.0,Jumia TN,L-TN-00129978,1421.5686274509803
Sousse,330000.0,123.0,Jumia TN,L-TN-00123118,2682.9268292682927
Ariana,439000.0,184.0,Jumia TN,L-TN-00127505,2385.8695652173915
Sousse,370000.0,111.0,Jumia TN,L-TN-00115410,3333.3333333333335
Banlieue Nord,410000.0,156.0,Jumia TN,L-TN-00153940,2628.2051282051284
Ariana,223440.0,133.0,Jumia TN,L-TN-00154576,1680.0
Nabeul,212000.0,106.0,Jumia TN,L-TN-00122179,2000.0
Ariana,211190.0,121.0,Jumia TN,L-TN-00153318,1745.3719008264463
Banlieue Nord,394872.0,144.0,Jumia TN,L-TN-00133030,2742.1666666666665
Ben arous,160000.0,100.0,Jumia TN,L-TN-00115304,1600.0
Nabeul,140000.0,80.0,Jumia TN,L-TN-00145139,1750.0
Ben arous,135000.0,120.0,Jumia TN,L-TN-00126239,1125.0
Sousse,250000.0,148.0,Jumia TN,L-TN-00150670,1689.1891891891892
Banlieue Nord,297000.0,91.0,Jumia TN,L-TN-00143562,3263.736263736264
Sousse,167000.0,110.0,Jumia TN,L-TN-00156890,1518.1818181818182
Ben arous,165000.0,100.0,Jumia TN,L-TN-00129845,1650.0
Nabeul,97000.0,40.0,Jumia TN,L-TN-00160384,2425.0
Ariana,210000.0,84.0,Jumia TN,L-TN-00164069,2500.0
Nabeul,380000.0,157.0,Jumia TN,L-TN-00144986,2420.3821656050955
Banlieue Nord,704000.0,258.0,Jumia TN,L-TN-00161415,2728.6821705426355
Nabeul,650000.0,300.0,Jumia TN,L-TN-00148707,2166.6666666666665
Sousse,310000.0,123.0,Jumia TN,L-TN-00115926,2520.3252032520327
Ariana,260000.0,120.0,Jumia TN,L-TN-00151291,2166.6666666666665
Sousse,167000.0,90.0,Jumia TN,L-TN-00135126,1855.5555555555557
Sousse,141250.0,105.0,Jumia TN,L-TN-00150650,1345.2380952380952
Ariana,181000.0,60.0,Jumia TN,L-TN-00129060,3016.6666666666665
Sousse,495000.0,165.0,Jumia TN,L-TN-00163572,3000.0
Sousse,170000.0,70.0,Jumia TN,L-TN-00125276,2428.5714285714284
Ariana,369760.0,176.0,Jumia TN,L-TN-00132326,2100.909090909091
Sousse,340000.0,110.0,Jumia TN,L-TN-00120785,3090.909090909091
Ariana,250000.0,171.0,Jumia TN,L-TN-00153713,1461.9883040935672
Nabeul,140000.0,60.0,Jumia TN,L-TN-00132253,2333.3333333333335
Sousse,110000.0,38.0,Jumia TN,L-TN-00162240,2894.7368421052633
Sousse,125000.0,50.0,Jumia TN,L-TN-00161387,2500.0
Banlieue Nord,170000.0,98.0,Jumia TN,L-TN-00124533,1734.6938775510205
Ariana,210000.0,117.0,Jumia TN,L-TN-00114939,1794.871794871795
Ben arous,155000.0,128.0,Jumia TN,L-TN-00126904,1210.9375
Nabeul,252000.0,126.0,Jumia TN,L-TN-00121469,2000.0
Banlieue Nord,178000.0,104.0,Jumia TN,L-TN-00149158,1711.5384615384614
Bizerte,185000.0,150.0,Jumia TN,L-TN-00130659,1233.3333333333333
Banlieue Nord,135000.0,90.0,Jumia TN,L-TN-00132033,1500.0
Ariana,258000.0,136.0,Jumia TN,L-TN-00104846,1897.0588235294117
Ariana,250000.0,111.0,Jumia TN,L-TN-00155919,2252.252252252252
Ariana,150000.0,100.0,Jumia TN,L-TN-00131552,1500.0
Banlieue Nord,430000.0,177.0,Jumia TN,L-TN-00152598,2429.3785310734465
Banlieue Nord,250000.0,100.0,Jumia TN,L-TN-00154715,2500.0
Ariana,440000.0,162.0,Jumia TN,L-TN-00120790,2716.0493827160494
Ariana,300000.0,119.0,Jumia TN,L-TN-00149803,2521.0084033613443
Banlieue Nord,265000.0,135.0,Jumia TN,L-TN-00163833,1962.962962962963
Sousse,250000.0,100.0,Jumia TN,L-TN-00140980,2500.0
Banlieue Nord,380000.0,138.0,Jumia TN,L-TN-00137517,2753.623188405797
Sousse,146000.0,42.0,Jumia TN,L-TN-00115927,3476.190476190476
Sousse,220000.0,50.0,Jumia TN,L-TN-00115654,4400.0
Sousse,217000.0,148.0,Jumia TN,L-TN-00156836,1466.2162162162163
Sousse,215000.0,130.0,Jumia TN,L-TN-00161735,1653.8461538461538
Banlieue Nord,460000.0,200.0,Jumia TN,L-TN-00139547,2300.0
Sousse,180.0,50.0,Jumia TN,L-TN-00138636,3.6
Nabeul,330000.0,117.0,Jumia TN,L-TN-00155827,2820.5128205128203
Ariana,985800.0,283.0,Jumia TN,L-TN-00156859,3483.39222614841
Ariana,357050.0,202.0,Jumia TN,L-TN-00152590,1767.5742574257426
Banlieue Nord,255000.0,169.0,Jumia TN,L-TN-00148252,1508.8757396449705
Ariana,700000.0,360.0,Jumia TN,L-TN-00153710,1944.4444444444443
Mahdia,348300.0,122.0,Jumia TN,L-TN-00096496,2854.9180327868853
Sousse,298000.0,119.0,Jumia TN,L-TN-00163410,2504.201680672269
Sousse,125000.0,78.0,Jumia TN,L-TN-00105437,1602.5641025641025
Banlieue Nord,468000.0,234.0,Jumia TN,L-TN-00087993,2000.0
Ariana,281600.0,128.0,Jumia TN,L-TN-00158774,2200.0
Nabeul,145000.0,75.0,Jumia TN,L-TN-00102751,1933.3333333333333
Ariana,367000.0,132.0,Jumia TN,L-TN-00129068,2780.3030303030305
Ariana,210000.0,105.0,Jumia TN,L-TN-00153458,2000.0
Sousse,220000.0,70.0,Jumia TN,L-TN-00132848,3142.8571428571427
Ben arous,173000.0,105.0,Jumia TN,L-TN-00152907,1647.6190476190477
Ben arous,190000.0,145.0,Jumia TN,L-TN-00152577,1310.344827586207
Ariana,560000.0,180.0,Jumia TN,L-TN-00127501,3111.1111111111113
Sousse,140000.0,85.0,Jumia TN,L-TN-00134843,1647.0588235294117
Ariana,410000.0,143.0,Jumia TN,L-TN-00164097,2867.132867132867
Banlieue Nord,280000.0,160.0,Jumia TN,L-TN-00148257,1750.0
Banlieue Nord,800000.0,223.0,Jumia TN,L-TN-00163367,3587.4439461883408
Sousse,170000.0,103.0,Jumia TN,L-TN-00141050,1650.485436893204
Banlieue Nord,580000.0,242.0,Jumia TN,L-TN-00112627,2396.694214876033
Ariana,125000.0,60.0,Jumia TN,L-TN-00085031,2083.3333333333335
Ariana,316000.0,137.0,Jumia TN,L-TN-00136432,2306.5693430656934
Sousse,120000.0,100.0,Jumia TN,L-TN-00152774,1200.0
Banlieue Nord,230000.0,147.0,Jumia TN,L-TN-00146580,1564.6258503401361
Ben arous,272450.0,195.0,Jumia TN,L-TN-00123032,1397.179487179487
Sousse,240000.0,103.0,Jumia TN,L-TN-00148628,2330.097087378641
Banlieue Nord,298000.0,77.0,Jumia TN,L-TN-00161457,3870.12987012987
Banlieue Nord,421200.0,162.0,Jumia TN,L-TN-00126512,2600.0
Sousse,350000.0,175.0,Jumia TN,L-TN-00159771,2000.0
Banlieue Nord,950000.0,316.0,Jumia TN,L-TN-00150497,3006.3291139240505
Banlieue Nord,265000.0,135.0,Jumia TN,L-TN-00150398,1962.962962962963
Ben arous,160000.0,95.0,Jumia TN,L-TN-00121069,1684.2105263157894
Mahdia,316800.0,131.0,Jumia TN,L-TN-00096485,2418.320610687023
Banlieue Nord,244000.0,144.0,Jumia TN,L-TN-00162233,1694.4444444444443
Ariana,255000.0,120.0,Jumia TN,L-TN-00154295,2125.0
Ariana,196610.0,110.0,Jumia TN,L-TN-00153570,1787.3636363636363
Sousse,145000.0,97.0,Jumia TN,L-TN-00141447,1494.8453608247423
Sousse,330000.0,100.0,Jumia TN,L-TN-00115903,3300.0
Banlieue Nord,200000.0,100.0,Jumia TN,L-TN-00132818,2000.0
Ben arous,125000.0,95.0,Jumia TN,L-TN-00142029,1315.7894736842106
Banlieue Nord,215000.0,104.0,Jumia TN,L-TN-00149676,2067.3076923076924
